Dept,Gender,Clin,Cert,Prate,Exper
2,1,1,1,8.083202315962382,5
5,0,1,0,4.298437373127658,11
5,0,0,1,5.000727644755642,3
5,0,1,1,1.5304376875077912,16
2,1,0,1,7.720503701859897,9
1,1,1,1,4.435283800947283,6
2,1,0,1,3.702155526701593,6
5,1,0,0,2.883264308936883,8
6,0,1,1,2.4219487855058923,13
6,1,0,1,2.114368735310647,5
3,1,1,1,7.470133609881491,10
3,1,1,1,3.2124249582987994,5
1,0,0,0,3.7475431204366174,9
3,0,1,0,7.26115367324299,10
5,1,1,1,3.743377673912293,3
4,0,0,1,8.010250728874858,5
4,1,0,1,5.074539810144482,14
2,1,0,1,6.764468528416331,8
2,0,1,1,8.165552408957305,14
4,1,0,1,4.615759159282879,5
3,0,1,1,7.207704902953123,5
3,1,0,1,2.361759243578854,12
4,0,0,0,4.082809091088642,14
5,0,0,1,2.987107526278944,5
5,0,0,1,8.123752412687852,9
5,1,0,0,8.146977735927477,7
5,0,1,1,4.927567013597968,8
5,1,1,1,7.874084496714362,9
4,0,0,1,2.7436058746613687,10
6,1,1,1,7.8316634458290935,12
1,1,0,1,4.667995080354907,5
1,0,1,0,7.528682557015453,7
4,1,0,1,4.277829236542635,10
5,0,1,1,8.439976878314917,4
4,1,0,0,4.614263247856063,13
5,1,0,1,4.20363404429661,14
5,1,1,1,6.327797045845969,10
1,1,1,1,7.943459021188963,18
4,1,0,1,2.353464114315325,15
3,0,1,1,3.2899018256574073,15
6,1,1,1,3.760861860076931,9
5,1,0,1,5.929477731532387,12
1,0,1,1,2.868364805107719,12
6,0,0,1,5.927093380183753,16
5,0,1,1,2.5612003923087285,15
6,1,1,1,3.8823106961365976,18
4,1,0,0,7.261684643438137,9
2,0,0,1,2.7250269784944763,10
4,1,1,1,2.062090906897222,16
5,1,1,1,4.130934476137358,9
1,0,1,1,3.693914611017946,15
5,0,1,1,4.150139539317304,4
5,1,1,1,7.895248207385757,8
2,0,1,0,3.201349690657361,15
3,1,1,1,7.2711260763656975,8
2,1,1,0,6.405643977666346,10
5,1,0,0,2.5724601912971155,4
2,0,1,1,8.044377924978576,8
3,1,1,1,3.141050037523562,14
3,1,0,1,8.207907399556968,9
4,1,1,1,3.228161101924882,6
3,1,1,1,7.7341711842221645,5
5,0,1,0,3.801061519430623,13
2,0,0,1,6.1376272771264,25
1,1,0,0,7.963495694466685,13
1,1,1,0,7.118923452553115,15
1,1,0,1,3.964802074279596,3
5,1,1,1,4.839112683483259,2
6,0,0,1,6.203749811273838,6
6,1,1,1,5.1532162195800915,8
3,1,1,1,6.627147627036811,5
4,1,0,0,4.238184464617803,10
6,1,0,1,5.176103072153027,7
6,1,1,1,3.460076713665372,4
5,0,1,0,2.141637394415416,7
4,1,1,1,4.886677653512039,18
5,0,1,1,3.3748119498063662,10
4,0,0,1,5.785904654466789,9
1,0,0,1,7.70426189650957,15
3,1,0,0,3.4901608288120816,7
5,0,1,0,4.160460545139552,14
5,1,0,1,1.15142353590744,4
5,0,1,1,3.7151708006658275,25
5,1,0,1,1.8170493022344965,9
6,1,0,1,5.103879547589505,9
1,0,1,1,1.5272021806228238,2
1,1,0,1,3.597647381869434,7
4,0,0,1,7.274447318132124,10
3,1,0,0,4.990228035229602,18
5,1,0,1,5.17962860292127,6
1,1,1,0,4.7703283781468615,9
6,0,0,1,6.985130017027753,3
5,1,1,0,3.605836342757307,7
6,1,0,1,5.489087229825222,9
6,1,1,0,7.693192478611204,25
1,1,0,1,3.264068781501926,4
2,1,1,0,4.533807718823707,18
3,1,0,1,7.721727286995467,9
2,1,0,1,5.727036686742645,15
5,0,1,1,5.478612020957053,4
4,1,0,1,3.5814523205425175,5
3,0,1,1,5.769359082769786,7
4,1,0,0,7.87833207703817,11
2,1,1,0,7.997261568381912,25
5,1,1,1,5.449617133652868,16
6,0,0,0,7.791703525234461,5
6,1,0,1,6.333555382482663,4
5,0,0,1,8.311499655205989,6
5,0,1,1,2.9673446651008737,7
2,1,1,0,2.683403941322588,12
1,1,0,1,4.6871633631914,9
5,1,1,0,5.343615479419337,15
5,1,1,1,8.425692407284924,27
6,0,1,1,5.286102769339992,2
1,0,0,1,3.1253022280497493,11
5,1,1,0,7.387886978832612,13
2,1,0,0,4.820909357534697,6
1,1,0,1,7.2821599537428385,15
5,0,0,1,4.110205559295281,5
5,1,0,1,4.731364773255077,11
1,1,1,1,8.562680857908086,12
5,1,1,1,7.38544964105041,14
6,0,1,1,2.374488240695184,6
3,1,1,0,5.960617742678623,16
5,1,1,1,3.96344930806853,16
1,1,1,1,4.632677438596938,15
5,0,1,1,8.222112653596316,11
2,0,1,0,4.0688059597681105,10
4,1,1,1,4.210437817662469,27
2,0,0,1,7.670811266676621,13
5,1,0,0,7.3118366108427075,10
5,0,1,1,7.271808903922062,8
3,1,1,1,6.666624840304868,25
5,1,0,0,4.072584853914701,9
4,0,1,1,6.042376037586512,9
2,0,0,1,6.267778372121086,16
4,1,1,0,5.359149276223892,12
4,0,1,0,3.7721301155917883,9
5,0,1,1,5.023513261362746,13
5,1,0,1,4.19152548781579,18
1,1,1,0,2.9449883551748197,6
5,1,1,1,3.167809467401481,9
1,1,0,1,6.918545745258837,4
5,0,1,0,6.091334729070797,6
5,0,0,0,7.22664038893693,10
5,1,1,0,6.285846231563111,13
2,1,0,1,4.526133303153287,9
2,1,1,1,7.7060401533977,8
5,1,1,1,0.6291639480991646,18
5,0,1,1,4.041053242486683,5
5,1,1,1,7.816471472408709,7
5,0,0,1,3.7587861057811347,2
1,0,0,1,7.545281565231028,23
5,1,1,1,7.846020946569818,7
2,0,1,1,4.913664247193549,5
4,1,0,1,5.4749581298483765,4
5,1,1,1,3.832975613673102,16
4,1,1,1,4.346946475502535,10
1,1,1,0,5.323133380820513,7
5,1,1,1,4.941513979024665,18
3,1,1,1,4.932745447259014,14
5,0,0,0,7.372441961494082,4
6,1,1,0,5.065301822880555,7
1,1,0,0,7.128770781013035,8
5,0,0,0,3.7849299712774855,27
5,0,1,0,3.032296360318128,12
5,0,1,1,8.325532272176734,11
6,1,1,1,3.416904849712702,7
4,0,1,0,6.463248741013874,14
5,1,1,1,2.4585463097571822,5
2,0,1,1,4.665285615320634,5
3,1,1,0,8.316291335857485,11
5,1,0,1,2.356152847587562,13
5,0,0,1,4.091373752800193,14
3,1,1,1,5.37378931394145,6
6,0,1,0,7.416646510062965,8
1,1,1,0,3.6469648480451538,12
2,1,1,1,4.1069941169496875,10
5,0,1,1,5.198772618184222,5
2,1,0,1,4.937839312053237,10
5,0,1,1,7.821855055475977,10
5,0,1,1,8.053379735576458,5
5,1,1,1,4.393518209488322,7
5,1,0,0,3.7507488045025106,11
6,1,0,0,4.295151089567432,11
1,1,0,1,6.033968184632206,6
4,0,1,1,5.184413423964802,16
5,1,0,1,6.784490577467936,14
6,1,1,1,3.5696278804773662,7
5,1,1,0,4.5207487456626785,4
4,1,1,1,6.3530847159571024,7
2,0,1,1,4.166601667147143,9
1,1,1,0,4.263058414010183,8
5,0,1,1,3.9098372334049225,24
4,1,0,0,6.893062791822014,5
6,1,0,0,5.190278568606565,16
4,1,1,1,7.030453593997835,4
5,0,0,1,3.051372543414966,10
5,1,1,1,7.667291341353845,8
2,1,1,0,4.5122672214529445,4
1,1,1,0,3.5718056189949596,27
5,1,1,1,4.479992510023734,8
4,0,1,1,4.320968488420457,2
2,1,0,1,4.348247113929445,16
5,1,1,1,7.454262948425126,25
5,0,1,0,4.120604898534962,14
1,1,1,1,7.639513746280449,32
4,1,0,0,7.112141702550402,4
4,1,1,1,3.1998385676495573,10
2,0,0,1,4.747794720681615,7
6,0,0,1,5.5352056649684975,10
2,1,0,1,4.375348459952364,3
5,1,1,1,7.087170695880254,7
1,0,1,0,7.66074675026116,9
1,1,1,1,7.951540774080019,11
6,1,0,1,2.1489752222110203,27
5,0,1,1,6.906506996454837,5
1,1,0,1,2.804921914939338,2
5,0,1,0,4.342160514933811,6
6,1,1,1,3.979729464842271,5
6,0,1,1,4.707961163065788,13
6,1,1,1,5.0489938949386834,26
1,1,1,1,3.9830295559979843,9
3,0,0,1,2.9850441368318505,14
3,0,0,0,3.9053170759124853,16
5,1,0,1,7.573172227746841,21
5,0,0,1,3.3798586093211433,14
2,1,0,1,7.330485205416809,10
2,1,0,1,8.331651910483734,16
1,1,1,0,7.7735738013987135,3
1,1,1,0,4.506704176825699,8
5,1,1,1,1.1050720913550922,16
5,1,1,1,5.185711730720813,11
5,1,0,1,6.29727659118438,4
5,1,0,1,4.143345086620526,23
6,1,0,1,3.87686038602045,3
2,0,1,1,4.541226338315715,12
6,0,0,1,2.108479481885192,8
5,0,0,1,6.684156315934731,6
5,1,1,0,4.368350534337409,15
1,1,1,1,3.20187856563447,2
5,1,1,0,3.1986365917905863,7
5,1,1,1,6.48009782359826,8
2,1,1,1,4.124277509682383,12
6,0,1,0,4.823540022243989,6
6,1,1,1,6.952594493270799,3
2,0,1,1,4.998783509830519,10
2,0,1,0,3.536924865584618,5
5,0,1,1,3.7316350178241797,5
4,0,1,1,4.385094253691124,25
3,0,1,1,5.07100022111177,27
5,0,0,1,7.264648817356198,6
2,1,0,1,1.1094489980941629,15
4,1,0,1,3.2720433650714407,10
1,1,1,1,4.334844089088226,16
1,1,0,0,6.618530929056638,13
3,1,0,1,4.286251126205345,14
4,1,1,0,7.7401571179764375,11
5,1,0,1,5.134536662339726,7
3,1,0,1,7.4781290127699425,15
2,1,1,0,5.23888348221214,1
4,1,1,1,5.182920216184543,7
1,0,0,1,3.529480260995213,5
4,1,1,1,4.626612133741575,6
5,1,1,1,2.5752680518640894,11
5,1,0,1,4.842455443492721,13
3,0,0,0,6.122430208919496,10
6,1,0,1,6.412934446675338,22
3,0,0,0,7.975074102239591,7
3,1,0,0,4.062954563549949,5
2,0,0,1,3.9259296343630252,5
6,1,1,0,3.1178725085664536,6
4,1,0,0,5.212286742830907,10
5,0,1,1,3.821304925686267,14
6,1,1,0,5.062581070431951,2
3,0,1,1,7.385649426417857,6
5,1,1,1,5.104584732795913,10
1,1,1,1,5.484310312045687,10
3,0,1,1,4.869305507023061,13
4,1,1,1,3.0936766421696014,26
5,0,0,1,2.7222770141129655,6
5,0,1,1,4.276415652773841,8
2,1,1,1,8.052129545924629,14
2,1,0,1,6.805346758882066,9
4,0,1,0,6.222271810886088,10
6,1,1,1,3.752186103303499,8
2,1,1,0,3.830375540448358,4
5,1,1,1,8.07116707534671,5
2,1,0,1,5.432888127662839,10
5,1,1,0,0.7183186325356239,10
5,0,0,1,5.0072182875673725,14
5,0,1,1,6.106245763588026,22
3,1,0,1,2.2523688742158683,8
1,1,1,1,7.249063591837607,11
5,1,1,0,7.83742689468037,18
1,1,1,1,8.026602111221536,12
2,1,1,1,4.892905080592416,10
2,0,1,1,7.690473010399083,17
6,1,0,1,4.022062581557544,2
1,0,0,1,4.378918880922556,8
6,0,1,1,4.2772250658957836,27
6,1,0,1,3.1196769859374016,9
6,1,0,1,3.7436819496175113,11
4,0,1,1,7.54823129369372,5
1,0,1,0,3.3089386311295845,10
4,1,0,0,1.8857513234524195,8
6,1,1,0,2.719288401259706,4
1,0,1,1,4.438465876214505,10
5,1,1,1,6.591278364385063,8
2,0,0,0,7.548538243437537,7
2,1,0,1,6.022731425623006,11
1,1,0,0,7.156661398337608,11
5,0,0,1,2.7378084735125485,7
2,1,1,1,4.749026859277015,10
1,0,1,1,7.122397604960283,5
5,1,0,1,3.6259140044663267,10
5,0,1,1,2.29806909119344,6
6,0,0,1,7.05287953839934,19
1,1,1,1,7.472843275625135,18
5,1,1,0,6.3175971552321695,5
3,1,1,0,1.5325171214098785,10
1,0,1,1,3.3623392212624057,5
4,0,0,1,7.974023313859643,14
1,1,0,1,4.280735056434982,8
3,0,1,0,6.772400083460122,15
6,1,1,1,8.461912534236212,25
2,0,1,1,7.649445205859018,11
1,0,0,1,3.871793020407981,15
1,1,0,1,5.768007033134925,12
1,0,0,0,8.017342415794044,18
1,0,1,1,6.078316851057847,2
4,1,1,1,4.3496488178460675,19
4,0,1,0,7.757181791331169,14
6,0,1,1,7.958572708579473,2
5,1,1,1,8.074193781414747,14
4,1,0,1,6.989101520078561,9
5,1,0,0,3.816906935812821,25
4,1,0,0,3.527618307353922,14
5,1,0,1,8.265484006841556,8
1,1,0,1,4.760723374833753,9
3,0,1,1,2.435646423363327,23
5,1,1,1,4.191141626730669,12
2,0,0,0,3.326703266814157,4
6,1,0,1,2.9142279790551777,10
1,1,1,1,3.8575934138870815,11
1,1,1,1,4.794378174255461,37
6,1,1,1,2.506844612145753,4
6,1,0,1,4.388553974934764,15
4,1,1,0,4.542868484466588,7
1,0,0,0,7.62964665331379,25
5,1,0,1,7.562096984441817,8
4,0,1,0,2.387371648335513,10
2,0,0,0,8.021384281954175,10
4,0,1,0,3.062083640696371,6
1,1,1,1,3.0668949680946267,10
6,1,0,1,7.200717058494046,18
5,1,1,0,2.5081979449133884,3
4,0,1,1,4.213766776074753,10
5,0,1,1,3.31148273683212,5
1,0,1,0,7.240689361013078,23
5,1,1,1,6.6107850386966795,13
4,0,1,0,7.781074514686381,32
6,1,0,0,6.9288675060623595,15
2,1,1,1,3.533048169558211,5
3,1,1,1,4.059443443459943,12
2,0,0,0,3.2774636456974333,8
6,1,1,1,4.16281612191491,4
2,1,1,1,7.991731628604077,8
5,1,1,1,3.17489804359083,9
2,0,1,0,2.2230929832387183,11
5,0,1,0,5.017186334812784,10
5,0,0,1,5.293470533890312,18
3,1,1,0,2.7858271272259945,6
4,1,0,1,4.039432838310882,37
2,1,1,1,6.741332458818398,4
5,1,1,0,3.9400166467877127,9
1,1,1,1,3.3227208452015407,10
6,1,1,1,7.581102786441924,10
6,1,0,1,5.008690382690904,16
5,1,1,0,7.744809389368332,14
3,1,1,1,7.276883769304739,2
5,1,1,1,7.317315265588434,14
6,1,1,1,7.291351373590143,7
3,0,1,0,4.843060077055009,11
2,1,1,0,6.842029483851663,10
1,1,1,0,6.823373639771924,6
6,1,1,1,4.353058805732303,1
6,0,1,0,9.312771333582818,26
2,1,1,0,5.339909428253525,24
5,0,1,0,4.352092163809152,5
3,0,1,0,7.770305407644003,9
1,0,1,0,1.7801993778078447,10
6,1,0,0,3.2700794937993174,9
6,1,1,0,7.661385303058819,10
1,1,1,1,8.960388237609502,5
6,0,0,1,7.824907944643833,9
5,1,0,1,3.9067505430935117,12
6,1,1,1,5.605424603560772,37
2,0,0,1,4.098868301719404,10
4,0,0,1,4.734701707626224,5
5,0,0,1,1.3743318103878779,16
1,0,1,0,7.389508808839554,25
5,0,1,1,7.4392297208554385,4
6,0,1,0,7.134892216179789,8
4,1,1,1,2.790987900205491,6
1,0,1,1,4.333399507794273,3
4,1,1,0,3.006162749900894,1
2,1,1,1,3.476653966776174,14
6,1,0,0,4.920871674023994,16
5,1,0,1,7.3795308494307434,2
1,0,0,0,6.33964985547175,5
5,1,1,1,7.707361977965141,9
2,1,1,1,4.9044023194062,8
1,0,1,1,2.153353067654523,5
5,1,0,1,7.429733891172245,3
3,0,0,1,7.828411853094036,9
4,0,0,1,5.142199967679303,15
6,1,1,1,8.569570957053037,27
5,1,0,1,5.513808502495793,8
1,0,1,1,8.063327921106836,7
1,1,1,0,5.497434199341371,12
2,0,1,0,3.215923924724485,15
6,1,0,1,4.173803165500085,8
5,0,1,1,7.281352434307552,6
1,1,0,1,5.478064550619658,2
5,1,1,1,3.8560572270215814,15
4,0,0,1,6.97915005652118,21
2,1,1,1,5.125528483204534,10
5,1,1,1,0.670852809078681,6
5,1,0,0,8.250364262757204,12
6,1,1,1,6.191354665348948,8
4,0,0,1,7.3172931193346615,14
1,1,1,1,3.7345342774834953,14
1,1,1,1,4.6650177982744205,6
5,0,1,1,7.802684755365383,11
5,1,0,1,5.7027241067353005,7
1,1,0,1,4.661337155409153,2
3,0,1,1,1.4377569534935386,15
5,1,0,1,6.172444825397829,10
4,1,0,1,5.118926245822044,14
5,1,1,1,7.0572129336068485,5
3,1,0,1,8.539734102472867,10
2,0,1,0,2.78623796035282,13
5,0,0,1,3.2367662274051114,9
4,1,0,1,7.9843628609101795,17
2,0,0,1,5.5753558432668555,13
5,1,1,1,2.2471299878318227,21
1,0,1,1,7.901739680144016,5
4,1,0,0,2.521710249611308,8
5,1,1,1,6.275084505834329,15
1,0,1,1,8.076360603648185,3
6,1,0,0,7.44165118130157,25
6,1,1,0,4.204716241443214,10
6,0,0,1,5.674474694607603,10
4,0,0,0,3.8541246383470384,7
2,0,0,1,3.3573222989475635,9
1,1,1,1,2.2282541234762627,15
1,0,1,1,4.545325529484475,18
1,1,1,0,3.5500332038903957,5
5,1,1,1,3.587570690280635,7
3,1,1,1,6.2411882662151985,13
2,0,1,1,4.450584518384648,8
1,0,1,1,4.535537607352686,5
1,1,1,1,5.335226336963359,16
2,0,1,1,7.091247779994151,13
6,0,1,1,4.431867015173906,13
5,0,1,1,2.5237738720697522,5
5,1,0,0,5.624349112588503,8
3,1,0,0,3.8830161287477463,5
5,1,1,1,2.088786190252446,6
5,0,1,0,5.400180599724772,7
2,0,0,1,3.3892512905207717,5
6,0,1,0,3.346164949861214,6
1,0,0,1,2.085459500935796,8
1,0,1,1,5.006228227397434,3
4,1,0,1,5.156971374580434,10
5,0,0,1,7.8104750445798095,9
3,0,1,0,3.93805159265768,10
1,1,1,1,5.795322801785737,7
2,1,0,1,4.337305402368367,14
5,1,0,1,7.9456402451571835,9
6,0,0,0,5.653222513978946,9
4,1,1,0,4.369060868160559,6
6,1,1,1,4.935258135118013,3
1,0,0,1,3.420442602755288,14
2,1,0,1,7.381458568735867,16
5,0,1,0,6.501661314351032,9
1,0,1,1,3.253661190804159,22
5,1,0,0,4.0146987369158005,5
1,1,1,0,4.344000876892554,7
3,0,1,0,6.797691072289425,10
1,0,0,1,3.931133398199149,10
2,0,1,1,3.9181318510436376,24
1,0,0,1,4.868365577461377,5
3,0,1,1,2.3745653373070295,5
1,0,0,0,3.9457467347813275,8
5,0,1,0,5.323549153817032,7
6,1,0,1,4.255965358284727,16
5,0,1,1,4.970100073110461,5
1,1,1,1,8.042960283301069,5
6,1,0,1,4.585613124602058,6
6,0,0,0,4.634768865863493,5
2,1,0,1,5.505575351282801,10
1,0,0,1,5.8153567322715,8
4,0,1,1,3.605055646945148,9
5,0,1,1,3.239398667019139,4
2,1,1,1,4.738855425264105,14
5,1,0,0,4.3135053104551835,4
2,1,0,0,1.4189623611611841,3
5,1,1,1,7.610660343104633,3
6,1,0,1,7.598934590708398,23
6,0,0,1,7.285977041204962,15
2,0,0,1,5.792309299089199,6
5,0,1,1,3.120398249960621,6
1,1,0,1,4.4565135736982455,8
1,0,1,1,4.300912379290448,16
1,1,0,1,4.4528623920473,14
4,0,1,1,7.693477675368976,16
5,0,0,1,3.2327244496677694,6
3,1,1,1,7.866153078242074,3
3,1,0,1,3.0208754484662657,16
5,1,1,1,4.849028828703163,8
6,1,0,1,4.328422296096586,4
5,0,0,0,8.966755836110472,14
4,1,1,0,5.250573172551553,8
3,1,0,1,3.376733120042035,5
2,1,1,1,7.975934056951377,27
5,1,1,1,2.780584343535351,13
5,1,0,1,7.749543820405138,11
2,0,0,1,4.037651565197385,9
5,0,1,0,2.833809375415057,37
5,0,0,0,7.537982805466106,12
6,0,1,1,4.428354131089092,4
5,1,1,1,4.394602398585833,6
4,1,1,0,4.065329971849549,19
5,1,0,0,0.7648746273772491,7
5,0,0,1,2.6547901668767637,2
2,0,1,1,2.478762563963211,3
5,0,1,1,5.158725487807144,7
5,1,0,1,1.4664810564097261,10
5,0,0,0,7.510593345896141,9
2,0,1,1,6.0490985221311835,19
4,1,0,1,4.1025192837759645,6
4,1,0,0,3.186821751763834,7
4,1,0,0,4.081908026515949,13
3,0,1,0,7.80640556141605,9
5,1,1,1,4.087444135584651,10
5,1,1,0,4.045333619684623,11
3,1,1,1,3.6871585375294686,9
6,0,0,1,4.287124664540854,9
5,1,0,1,3.387119951149293,25
4,1,0,1,6.439264307816824,8
2,1,1,1,5.177300913150298,5
2,0,1,1,3.6395732637350284,6
4,1,0,1,3.8723546030488207,32
6,0,1,1,4.881994201921806,10
5,0,1,1,4.35870083505106,6
6,0,1,1,4.415201577147235,11
1,1,1,0,3.7839679615335013,15
5,0,1,1,3.7287101670925717,16
2,1,0,1,3.870958687118457,5
6,0,0,0,7.478701462192143,8
5,0,1,1,5.307264664219811,5
6,1,1,1,6.433343239570243,7
2,1,1,1,3.222722846135539,18
4,1,1,1,7.916348889901704,17
3,1,0,1,4.4197740608965255,3
5,1,1,1,2.3925656330912988,5
5,1,1,1,4.23674382439918,12
2,1,1,1,3.927470397206046,16
2,1,0,0,7.266675917359149,5
1,1,1,1,7.004462843345568,16
2,1,1,1,7.092208882921793,6
4,1,1,0,3.695168931983185,3
5,1,1,1,5.170463374087047,16
6,1,1,0,8.230667151392854,8
5,1,1,1,4.989637812209953,6
3,1,1,1,7.690380510305047,4
5,1,1,0,5.641569858266353,5
4,0,1,1,7.472898516620476,7
4,1,0,0,3.0944893849369883,5
1,1,0,1,6.689327132190225,8
6,0,1,1,7.407807438115259,6
1,1,0,1,7.75593830179606,4
1,1,0,1,3.5128229570822693,11
5,0,1,1,2.2282674819910326,12
6,0,1,1,2.811091349551733,8
5,1,0,1,5.98324443233848,3
4,1,0,1,8.023770976233102,16
5,1,0,1,3.4575197205729755,15
1,1,1,1,2.9879620634062625,2
2,0,1,1,2.3657982178318773,8
4,1,1,1,2.19926355547248,7
6,0,1,0,3.0673237995986886,6
1,0,1,1,3.0326223349842962,9
4,1,1,1,6.135135646744823,18
5,0,0,1,6.249366858947887,2
5,0,0,1,0.587183409287809,2
5,1,1,1,5.956118189680005,16
1,0,1,1,2.47195648478891,14
1,0,0,0,4.781342347202225,9
4,0,1,1,3.3279032111695637,8
2,1,0,1,5.9055223924751115,5
2,1,0,0,3.5698842350166466,15
2,1,1,1,7.399200300955642,12
5,0,1,1,4.993176740666802,2
5,1,1,1,5.063616974506727,6
1,1,0,0,7.97188086083194,15
5,1,0,1,3.7689412267950106,10
5,1,1,0,3.372658867925488,1
5,1,1,1,4.496119600855923,2
4,0,1,1,7.980435538871172,22
2,1,1,1,3.1208759703954447,6
6,1,0,1,3.9954157135884256,8
4,1,1,1,8.182167175048825,11
6,0,0,0,3.9009790216486753,15
5,0,0,1,3.1660072756653097,11
3,0,1,0,3.945903950766132,5
2,1,1,1,8.355660220742124,9
2,1,0,1,7.035946373243878,5
5,1,1,1,3.4837103130025446,16
5,1,0,0,2.7505726232430643,4
5,1,0,1,5.758986405512138,15
1,1,0,1,5.658655036764945,11
5,1,0,0,3.7435197802958005,6
4,1,0,0,7.332506824081868,8
2,1,1,1,2.3629988338273193,23
5,1,1,0,3.2453668858420666,8
3,1,0,1,6.403940727513433,11
5,1,0,1,3.700402610975994,5
1,1,1,0,3.209450356689385,12
2,0,1,1,3.3703721842639833,16
2,1,1,1,4.087657965831989,6
1,0,0,0,7.073458401721826,4
5,1,1,1,3.4069470251517586,14
5,1,1,1,4.295154693923286,5
3,0,0,1,6.361544404430188,12
4,0,1,1,6.194236595907167,11
4,0,1,1,7.0937422216842805,16
1,0,0,1,1.9093088730205232,5
6,1,1,1,2.260155574610833,2
3,1,0,1,1.4913302775952815,16
5,1,0,1,3.1621602915161975,11
1,0,0,0,6.255683212370457,16
1,1,0,1,7.222247436405122,9
3,1,0,1,3.9026025295929365,9
1,0,1,1,4.497506365778403,13
5,1,1,1,4.210683374457794,4
3,1,1,0,7.954158644085195,11
3,0,1,1,7.071918242053331,9
5,1,1,1,3.732613432414243,14
2,1,1,1,7.590582703189632,10
2,1,1,1,8.525567711565444,7
4,0,0,1,2.7305340643158704,8
5,1,1,0,3.0708829037667362,9
3,1,1,0,2.1028370318007283,14
3,1,1,1,3.9982243865021427,10
6,0,0,1,3.64219692900804,11
3,0,1,1,8.096033277673152,18
3,1,0,0,3.6511346012977914,27
5,0,0,1,5.5577691224058245,14
4,1,0,0,3.6900985973413083,2
1,0,0,0,2.170665982745712,5
1,1,1,0,7.738532074053953,11
2,1,1,0,4.075666316712289,10
2,1,0,1,4.108759557217048,16
1,0,0,1,3.900739068936459,13
5,1,1,0,5.143804110120462,9
1,1,1,1,6.6638746856700735,18
3,1,1,1,4.334314078198068,8
5,1,0,1,3.7095605520571944,5
4,0,1,1,2.73602808097115,10
1,0,1,0,7.745540403534897,11
3,1,1,1,3.564959828089248,8
5,1,0,0,7.151784501900893,16
2,0,1,0,1.5335802970086987,8
2,0,1,1,8.19843827086558,7
6,0,1,1,4.630346962690521,11
3,0,1,0,3.6022267357709934,8
6,0,1,1,6.675103153953026,18
3,0,1,1,4.60539927095099,8
5,1,1,1,2.3949313684193276,9
5,0,0,1,7.7683206059419865,5
6,0,0,1,7.390987739533136,10
5,1,0,1,7.986464788640284,8
3,0,1,1,8.811820480251937,8
3,1,0,1,7.082778682132033,8
1,1,1,0,4.427083346044605,13
1,0,0,1,6.064018506416625,18
6,0,1,0,3.6912256646867965,4
5,0,1,1,4.8159244272400485,7
5,0,1,1,3.7177876308003444,2
5,1,1,1,3.6627959469812734,6
1,1,1,1,7.627785804059454,24
2,1,1,0,4.137930194001104,9
5,1,0,1,6.976578276080332,3
2,1,0,1,6.6725804516695355,8
4,0,0,1,2.7364335755306475,5
2,1,1,0,3.8237077097721355,6
6,1,0,1,6.00300494929999,4
6,1,1,1,2.994208559019916,5
1,1,1,1,8.367259317500565,5
4,0,1,1,6.8518101306327495,15
1,1,0,1,7.480339264667376,10
4,1,0,0,8.421020279113005,9
2,1,0,1,7.075386813169776,3
5,1,1,0,7.7820050952278566,5
5,1,0,0,3.2523067910245924,5
3,1,1,1,3.7284677544849636,5
5,1,0,1,5.789202836333078,1
5,0,1,0,4.293699783311447,15
5,0,0,1,6.954588396195452,3
2,1,0,0,1.9401706808148065,10
1,1,1,1,6.822309538405372,16
6,1,1,0,3.597196168037585,8
3,1,1,1,4.9776860514006005,5
3,0,1,1,2.1653806945583174,19
5,1,0,0,5.715452858954881,26
5,0,1,1,3.3173033629858066,5
5,1,0,0,6.865837733408868,12
5,0,1,1,5.388137431833614,16
5,1,1,1,7.775963310230921,4
5,0,1,1,4.148478956769754,5
5,1,0,0,3.4215061038941745,6
5,0,1,0,4.566515061577617,11
6,0,0,0,7.35452761501474,10
6,0,0,0,3.382588538171703,4
6,1,1,1,2.9695633089188727,4
5,0,1,0,3.0621428172238367,23
5,1,1,1,0.7340060437351839,11
4,1,0,0,2.4414116355356485,25
1,0,1,1,4.0398103797677605,7
3,1,0,0,5.092909125171275,5
6,1,0,1,7.7735072046644,10
2,0,0,1,7.720620223391188,8
2,1,1,1,4.455135459410118,7
5,1,0,1,3.3711933456683063,13
5,1,0,0,5.632571085234835,2
6,0,0,1,7.1200247771368925,8
1,1,0,1,2.724121620041884,18
5,1,1,0,4.33857260680766,5
4,1,1,0,7.980639841122053,4
5,0,1,1,7.336503677002755,3
2,1,1,1,3.9651260752528996,7
4,0,1,1,8.007581681978477,2
1,1,1,1,2.4132923623517186,10
1,1,0,1,2.619818640987618,18
6,0,1,1,4.4291767669481485,8
2,1,1,1,2.5641263409703567,2
6,0,0,1,4.561495556089988,4
4,0,1,0,4.283416290153629,8
5,0,1,0,7.777402280776917,7
5,1,0,0,4.817401549884875,2
5,0,1,0,2.387832175205908,6
6,1,1,1,4.6932747471110225,13
4,1,0,0,3.015095892523427,2
5,1,1,1,4.776533807772359,2
4,1,0,1,6.883098797609879,10
5,1,1,1,2.7073684692629016,25
4,1,0,1,7.767754487394735,2
1,0,1,1,2.6195179467572145,12
6,1,0,1,4.949810155934104,12
5,0,1,1,3.938281471108815,5
5,1,1,1,4.247914548938192,16
